Period,Product Category,Measures,value
Jun 2019,Cruiser,Max Trust 95%,0
Jun 2019,Cruiser,Min Trust 95%,0
Jun 2019,Cruiser,Ecart type WML,0
Jun 2019,Touring,store_sales,0
Jun 2019,Touring,store_command,0
Jun 2019,Touring,store_stocks,0
Jun 2019,Touring,Labor Costs,0
Jun 2019,Touring,Actuals,0
Jun 2019,Touring,Sellers_Forecast,0
Jun 2019,Touring,Sales Forecast,0
Jun 2019,Touring,Forecast Arma,0
Jun 2019,Touring,Demand Forecast.,0
Jun 2019,Touring,Target,0
Jun 2019,Touring,Last Years Actuals,0
Jun 2019,Touring,Unit Price,0
Jun 2019,Touring,Unit Cost,0
Jun 2019,Touring,Revenue,0
Jun 2019,Touring,Cost of Sales,0
Jun 2019,Touring,Gross Margin,0
Jun 2019,Touring,Production Cost Mult,0
Jun 2019,Touring,Deviation,0
Jun 2019,Touring,Marginal Profit Mult Executed Sales,0
Jun 2019,Touring,Marginal Profits,0
Jun 2019,Touring,Sales,0
Jun 2019,Touring,Executed Sales,0
Jun 2019,Touring,Inventories,0
Jun 2019,Touring,Allocations,0
Jun 2019,Touring,Statistical Base Forecast,0
Jun 2019,Touring,Sales Adjustment,0
Jun 2019,Touring,Product Management Adjustment,0
Jun 2019,Touring,Achievement%_Actual,0
Jun 2019,Touring,Achievement%_Forecast,0
Jun 2019,Touring,Production,0
Jun 2019,Touring,Marginal Profits.,0
Jun 2019,Touring,Max Trust 95%,0
Jun 2019,Touring,Min Trust 95%,0
Jun 2019,Touring,Ecart type WML,0
Jun 2019,Off-Road,store_sales,0
Jun 2019,Off-Road,store_command,0
Jun 2019,Off-Road,store_stocks,0
Jun 2019,Off-Road,Labor Costs,0
Jun 2019,Off-Road,Actuals,0
Jun 2019,Off-Road,Sellers_Forecast,0
Jun 2019,Off-Road,Sales Forecast,0
Jun 2019,Off-Road,Forecast Arma,0
Jun 2019,Off-Road,Demand Forecast.,0
Jun 2019,Off-Road,Target,0
Jun 2019,Off-Road,Last Years Actuals,0
Jun 2019,Off-Road,Unit Price,0
Jun 2019,Off-Road,Unit Cost,0
Jun 2019,Off-Road,Revenue,0
Jun 2019,Off-Road,Cost of Sales,0
Jun 2019,Off-Road,Gross Margin,0
Jun 2019,Off-Road,Production Cost Mult,0
Jun 2019,Off-Road,Deviation,0
Jun 2019,Off-Road,Marginal Profit Mult Executed Sales,0
Jun 2019,Off-Road,Marginal Profits,0
Jun 2019,Off-Road,Sales,0
Jun 2019,Off-Road,Executed Sales,13387
Jun 2019,Off-Road,Inventories,0
Jun 2019,Off-Road,Allocations,0
Jun 2019,Off-Road,Statistical Base Forecast,0
Jun 2019,Off-Road,Sales Adjustment,0
Jun 2019,Off-Road,Product Management Adjustment,0
Jun 2019,Off-Road,Achievement%_Actual,0
Jun 2019,Off-Road,Achievement%_Forecast,0
Jun 2019,Off-Road,Production,0
Jun 2019,Off-Road,Marginal Profits.,0
Jun 2019,Off-Road,Max Trust 95%,0
Jun 2019,Off-Road,Min Trust 95%,0
Jun 2019,Off-Road,Ecart type WML,0
Jul 2019,Street,store_sales,0
Jul 2019,Street,store_command,0
Jul 2019,Street,store_stocks,0
Jul 2019,Street,Labor Costs,0
Jul 2019,Street,Actuals,0
Jul 2019,Street,Sellers_Forecast,0
Jul 2019,Street,Sales Forecast,0
Jul 2019,Street,Forecast Arma,0
Jul 2019,Street,Demand Forecast.,0
Jul 2019,Street,Target,0
Jul 2019,Street,Last Years Actuals,0
Jul 2019,Street,Unit Price,0
Jul 2019,Street,Unit Cost,0
Jul 2019,Street,Revenue,0
Jul 2019,Street,Cost of Sales,0
Jul 2019,Street,Gross Margin,0
Jul 2019,Street,Production Cost Mult,0
Jul 2019,Street,Deviation,0
Jul 2019,Street,Marginal Profit Mult Executed Sales,0
Jul 2019,Street,Marginal Profits,0
Jul 2019,Street,Sales,0
Jul 2019,Street,Executed Sales,0
Jul 2019,Street,Inventories,0
Jul 2019,Street,Allocations,0
Jul 2019,Street,Statistical Base Forecast,0
Jul 2019,Street,Sales Adjustment,0
Jul 2019,Street,Product Management Adjustment,0
Jul 2019,Street,Achievement%_Actual,0
Jul 2019,Street,Achievement%_Forecast,0
Jul 2019,Street,Production,0
Jul 2019,Street,Marginal Profits.,0
Jul 2019,Street,Max Trust 95%,0
Jul 2019,Street,Min Trust 95%,0
Jul 2019,Street,Ecart type WML,0
Jul 2019,Cruiser,store_sales,0
Jul 2019,Cruiser,store_command,0
Jul 2019,Cruiser,store_stocks,0
Jul 2019,Cruiser,Labor Costs,0
Jul 2019,Cruiser,Actuals,0
Jul 2019,Cruiser,Sellers_Forecast,0
Jul 2019,Cruiser,Sales Forecast,0
Jul 2019,Cruiser,Forecast Arma,0
Jul 2019,Cruiser,Demand Forecast.,0
Jul 2019,Cruiser,Target,0
Jul 2019,Cruiser,Last Years Actuals,0
Jul 2019,Cruiser,Unit Price,0
Jul 2019,Cruiser,Unit Cost,0
Jul 2019,Cruiser,Revenue,0
Jul 2019,Cruiser,Cost of Sales,0
Jul 2019,Cruiser,Gross Margin,0
Jul 2019,Cruiser,Production Cost Mult,0
Jul 2019,Cruiser,Deviation,0
Jul 2019,Cruiser,Marginal Profit Mult Executed Sales,0
Jul 2019,Cruiser,Marginal Profits,0
Jul 2019,Cruiser,Sales,0
Jul 2019,Cruiser,Executed Sales,0
Jul 2019,Cruiser,Inventories,0
Jul 2019,Cruiser,Allocations,0
Jul 2019,Cruiser,Statistical Base Forecast,0
Jul 2019,Cruiser,Sales Adjustment,0
Jul 2019,Cruiser,Product Management Adjustment,0
Jul 2019,Cruiser,Achievement%_Actual,0
Jul 2019,Cruiser,Achievement%_Forecast,0
Jul 2019,Cruiser,Production,0
Jul 2019,Cruiser,Marginal Profits.,0
Jul 2019,Cruiser,Max Trust 95%,0
Jul 2019,Cruiser,Min Trust 95%,0
Jul 2019,Cruiser,Ecart type WML,0
Jul 2019,Touring,store_sales,0
Jul 2019,Touring,store_command,0
Jul 2019,Touring,store_stocks,0
Jul 2019,Touring,Labor Costs,0
Jul 2019,Touring,Actuals,0
Jul 2019,Touring,Sellers_Forecast,0
Jul 2019,Touring,Sales Forecast,0
Jul 2019,Touring,Forecast Arma,0
Jul 2019,Touring,Demand Forecast.,0
Jul 2019,Touring,Target,0
Jul 2019,Touring,Last Years Actuals,0
Jul 2019,Touring,Unit Price,0
Jul 2019,Touring,Unit Cost,0
Jul 2019,Touring,Revenue,0
Jul 2019,Touring,Cost of Sales,0
Jul 2019,Touring,Gross Margin,0
Jul 2019,Touring,Production Cost Mult,0
Jul 2019,Touring,Deviation,0
Jul 2019,Touring,Marginal Profit Mult Executed Sales,0
Jul 2019,Touring,Marginal Profits,0
Jul 2019,Touring,Sales,0
Jul 2019,Touring,Executed Sales,0
Jul 2019,Touring,Inventories,0
Jul 2019,Touring,Allocations,0
Jul 2019,Touring,Statistical Base Forecast,0
Jul 2019,Touring,Sales Adjustment,0
Jul 2019,Touring,Product Management Adjustment,0
Jul 2019,Touring,Achievement%_Actual,0
Jul 2019,Touring,Achievement%_Forecast,0
Jul 2019,Touring,Production,0
Jul 2019,Touring,Marginal Profits.,0
Jul 2019,Touring,Max Trust 95%,0
Jul 2019,Touring,Min Trust 95%,0
Jul 2019,Touring,Ecart type WML,0
Jul 2019,Off-Road,store_sales,0
Jul 2019,Off-Road,store_command,0
Jul 2019,Off-Road,store_stocks,0
Jul 2019,Off-Road,Labor Costs,0
Jul 2019,Off-Road,Actuals,0
Jul 2019,Off-Road,Sellers_Forecast,0
Jul 2019,Off-Road,Sales Forecast,0
Jul 2019,Off-Road,Forecast Arma,0
Jul 2019,Off-Road,Demand Forecast.,0
Jul 2019,Off-Road,Target,0
Jul 2019,Off-Road,Last Years Actuals,0
Jul 2019,Off-Road,Unit Price,0
Jul 2019,Off-Road,Unit Cost,0
Jul 2019,Off-Road,Revenue,0
Jul 2019,Off-Road,Cost of Sales,0
Jul 2019,Off-Road,Gross Margin,0
Jul 2019,Off-Road,Production Cost Mult,0
Jul 2019,Off-Road,Deviation,0
Jul 2019,Off-Road,Marginal Profit Mult Executed Sales,0
Jul 2019,Off-Road,Marginal Profits,0
Jul 2019,Off-Road,Sales,0
Jul 2019,Off-Road,Executed Sales,12433
Jul 2019,Off-Road,Inventories,0
Jul 2019,Off-Road,Allocations,0
Jul 2019,Off-Road,Statistical Base Forecast,0
Jul 2019,Off-Road,Sales Adjustment,0
Jul 2019,Off-Road,Product Management Adjustment,0
Jul 2019,Off-Road,Achievement%_Actual,0
Jul 2019,Off-Road,Achievement%_Forecast,0
Jul 2019,Off-Road,Production,0
Jul 2019,Off-Road,Marginal Profits.,0
Jul 2019,Off-Road,Max Trust 95%,0
Jul 2019,Off-Road,Min Trust 95%,0
Jul 2019,Off-Road,Ecart type WML,0
Aug 2019,Street,store_sales,0
Aug 2019,Street,store_command,0
Aug 2019,Street,store_stocks,0
Aug 2019,Street,Labor Costs,0
Aug 2019,Street,Actuals,0
Aug 2019,Street,Sellers_Forecast,0
Aug 2019,Street,Sales Forecast,0
Aug 2019,Street,Forecast Arma,0
Aug 2019,Street,Demand Forecast.,0
Aug 2019,Street,Target,0
Aug 2019,Street,Last Years Actuals,0
Aug 2019,Street,Unit Price,0
Aug 2019,Street,Unit Cost,0
Aug 2019,Street,Revenue,0
Aug 2019,Street,Cost of Sales,0
Aug 2019,Street,Gross Margin,0
Aug 2019,Street,Production Cost Mult,0
Aug 2019,Street,Deviation,0
Aug 2019,Street,Marginal Profit Mult Executed Sales,0
Aug 2019,Street,Marginal Profits,0
Aug 2019,Street,Sales,0
Aug 2019,Street,Executed Sales,0
Aug 2019,Street,Inventories,0
Aug 2019,Street,Allocations,0
Aug 2019,Street,Statistical Base Forecast,0
Aug 2019,Street,Sales Adjustment,0
Aug 2019,Street,Product Management Adjustment,0
Aug 2019,Street,Achievement%_Actual,0
Aug 2019,Street,Achievement%_Forecast,0
Aug 2019,Street,Production,0
Aug 2019,Street,Marginal Profits.,0
Aug 2019,Street,Max Trust 95%,0
Aug 2019,Street,Min Trust 95%,0
Aug 2019,Street,Ecart type WML,0
Aug 2019,Cruiser,store_sales,0
Aug 2019,Cruiser,store_command,0
Aug 2019,Cruiser,store_stocks,0
Aug 2019,Cruiser,Labor Costs,0
Aug 2019,Cruiser,Actuals,0
Aug 2019,Cruiser,Sellers_Forecast,0
Aug 2019,Cruiser,Sales Forecast,0
Aug 2019,Cruiser,Forecast Arma,0
Aug 2019,Cruiser,Demand Forecast.,0
Aug 2019,Cruiser,Target,0
Aug 2019,Cruiser,Last Years Actuals,0
Aug 2019,Cruiser,Unit Price,0
Aug 2019,Cruiser,Unit Cost,0
Aug 2019,Cruiser,Revenue,0
Aug 2019,Cruiser,Cost of Sales,0
Aug 2019,Cruiser,Gross Margin,0
Aug 2019,Cruiser,Production Cost Mult,0
Aug 2019,Cruiser,Deviation,0
Aug 2019,Cruiser,Marginal Profit Mult Executed Sales,0
Aug 2019,Cruiser,Marginal Profits,0
Aug 2019,Cruiser,Sales,0
Aug 2019,Cruiser,Executed Sales,0
Aug 2019,Cruiser,Inventories,0
Aug 2019,Cruiser,Allocations,0
Aug 2019,Cruiser,Statistical Base Forecast,0
Aug 2019,Cruiser,Sales Adjustment,0
Aug 2019,Cruiser,Product Management Adjustment,0
Aug 2019,Cruiser,Achievement%_Actual,0
Aug 2019,Cruiser,Achievement%_Forecast,0
Aug 2019,Cruiser,Production,0
Aug 2019,Cruiser,Marginal Profits.,0
Aug 2019,Cruiser,Max Trust 95%,0
Aug 2019,Cruiser,Min Trust 95%,0
Aug 2019,Cruiser,Ecart type WML,0
Aug 2019,Touring,store_sales,0
Aug 2019,Touring,store_command,0
Aug 2019,Touring,store_stocks,0
Aug 2019,Touring,Labor Costs,0
Aug 2019,Touring,Actuals,0
Aug 2019,Touring,Sellers_Forecast,0
Aug 2019,Touring,Sales Forecast,0
Aug 2019,Touring,Forecast Arma,0
Aug 2019,Touring,Demand Forecast.,0
Aug 2019,Touring,Target,0
Aug 2019,Touring,Last Years Actuals,0
Aug 2019,Touring,Unit Price,0
Aug 2019,Touring,Unit Cost,0
Aug 2019,Touring,Revenue,0
Aug 2019,Touring,Cost of Sales,0
Aug 2019,Touring,Gross Margin,0
Aug 2019,Touring,Production Cost Mult,0
Aug 2019,Touring,Deviation,0
Aug 2019,Touring,Marginal Profit Mult Executed Sales,0
Aug 2019,Touring,Marginal Profits,0
Aug 2019,Touring,Sales,0
Aug 2019,Touring,Executed Sales,0
Aug 2019,Touring,Inventories,0
Aug 2019,Touring,Allocations,0
Aug 2019,Touring,Statistical Base Forecast,0
Aug 2019,Touring,Sales Adjustment,0
Aug 2019,Touring,Product Management Adjustment,0
Aug 2019,Touring,Achievement%_Actual,0
Aug 2019,Touring,Achievement%_Forecast,0
Aug 2019,Touring,Production,0
Aug 2019,Touring,Marginal Profits.,0
Aug 2019,Touring,Max Trust 95%,0
Aug 2019,Touring,Min Trust 95%,0
Aug 2019,Touring,Ecart type WML,0
Aug 2019,Off-Road,store_sales,0
Aug 2019,Off-Road,store_command,0
Aug 2019,Off-Road,store_stocks,0
Aug 2019,Off-Road,Labor Costs,0
Aug 2019,Off-Road,Actuals,0
Aug 2019,Off-Road,Sellers_Forecast,0
Aug 2019,Off-Road,Sales Forecast,0
Aug 2019,Off-Road,Forecast Arma,0
Aug 2019,Off-Road,Demand Forecast.,0
Aug 2019,Off-Road,Target,0
Aug 2019,Off-Road,Last Years Actuals,0
Aug 2019,Off-Road,Unit Price,0
Aug 2019,Off-Road,Unit Cost,0
Aug 2019,Off-Road,Revenue,0
Aug 2019,Off-Road,Cost of Sales,0
Aug 2019,Off-Road,Gross Margin,0
Aug 2019,Off-Road,Production Cost Mult,0
Aug 2019,Off-Road,Deviation,0
Aug 2019,Off-Road,Marginal Profit Mult Executed Sales,0
Aug 2019,Off-Road,Marginal Profits,0
Aug 2019,Off-Road,Sales,0
Aug 2019,Off-Road,Executed Sales,12444
Aug 2019,Off-Road,Inventories,0
Aug 2019,Off-Road,Allocations,0
Aug 2019,Off-Road,Statistical Base Forecast,0
Aug 2019,Off-Road,Sales Adjustment,0
Aug 2019,Off-Road,Product Management Adjustment,0
Aug 2019,Off-Road,Achievement%_Actual,0
Aug 2019,Off-Road,Achievement%_Forecast,0
Aug 2019,Off-Road,Production,0
Aug 2019,Off-Road,Marginal Profits.,0
Aug 2019,Off-Road,Max Trust 95%,0
Aug 2019,Off-Road,Min Trust 95%,0
Aug 2019,Off-Road,Ecart type WML,0
Sep 2019,Street,store_sales,0
Sep 2019,Street,store_command,0
Sep 2019,Street,store_stocks,0
Sep 2019,Street,Labor Costs,0
Sep 2019,Street,Actuals,0
Sep 2019,Street,Sellers_Forecast,0
Sep 2019,Street,Sales Forecast,0
Sep 2019,Street,Forecast Arma,0
Sep 2019,Street,Demand Forecast.,0
Sep 2019,Street,Target,0
Sep 2019,Street,Last Years Actuals,0
Sep 2019,Street,Unit Price,0
Sep 2019,Street,Unit Cost,0
Sep 2019,Street,Revenue,0
Sep 2019,Street,Cost of Sales,0
Sep 2019,Street,Gross Margin,0
Sep 2019,Street,Production Cost Mult,0
Sep 2019,Street,Deviation,0
Sep 2019,Street,Marginal Profit Mult Executed Sales,0
Sep 2019,Street,Marginal Profits,0
Sep 2019,Street,Sales,0
Sep 2019,Street,Executed Sales,0
Sep 2019,Street,Inventories,0
Sep 2019,Street,Allocations,0
Sep 2019,Street,Statistical Base Forecast,0
Sep 2019,Street,Sales Adjustment,0
Sep 2019,Street,Product Management Adjustment,0
Sep 2019,Street,Achievement%_Actual,0
Sep 2019,Street,Achievement%_Forecast,0
Sep 2019,Street,Production,0
Sep 2019,Street,Marginal Profits.,0
Sep 2019,Street,Max Trust 95%,0
Sep 2019,Street,Min Trust 95%,0
Sep 2019,Street,Ecart type WML,0
Sep 2019,Cruiser,store_sales,0
Sep 2019,Cruiser,store_command,0
Sep 2019,Cruiser,store_stocks,0
Sep 2019,Cruiser,Labor Costs,0
Sep 2019,Cruiser,Actuals,0
Sep 2019,Cruiser,Sellers_Forecast,0
Sep 2019,Cruiser,Sales Forecast,0
Sep 2019,Cruiser,Forecast Arma,0
Sep 2019,Cruiser,Demand Forecast.,0
Sep 2019,Cruiser,Target,0
Sep 2019,Cruiser,Last Years Actuals,0
Sep 2019,Cruiser,Unit Price,0
Sep 2019,Cruiser,Unit Cost,0
Sep 2019,Cruiser,Revenue,0
Sep 2019,Cruiser,Cost of Sales,0
Sep 2019,Cruiser,Gross Margin,0
Sep 2019,Cruiser,Production Cost Mult,0
Sep 2019,Cruiser,Deviation,0
Sep 2019,Cruiser,Marginal Profit Mult Executed Sales,0
Sep 2019,Cruiser,Marginal Profits,0
Sep 2019,Cruiser,Sales,0
Sep 2019,Cruiser,Executed Sales,0
Sep 2019,Cruiser,Inventories,0
Sep 2019,Cruiser,Allocations,0
Sep 2019,Cruiser,Statistical Base Forecast,0
Sep 2019,Cruiser,Sales Adjustment,0
Sep 2019,Cruiser,Product Management Adjustment,0
Sep 2019,Cruiser,Achievement%_Actual,0
Sep 2019,Cruiser,Achievement%_Forecast,0
Sep 2019,Cruiser,Production,0
Sep 2019,Cruiser,Marginal Profits.,0
Sep 2019,Cruiser,Max Trust 95%,0
Sep 2019,Cruiser,Min Trust 95%,0
Sep 2019,Cruiser,Ecart type WML,0
Sep 2019,Touring,store_sales,0
Sep 2019,Touring,store_command,0
Sep 2019,Touring,store_stocks,0
Sep 2019,Touring,Labor Costs,0
Sep 2019,Touring,Actuals,0
Sep 2019,Touring,Sellers_Forecast,0
Sep 2019,Touring,Sales Forecast,0
Sep 2019,Touring,Forecast Arma,0
Sep 2019,Touring,Demand Forecast.,0
Sep 2019,Touring,Target,0
Sep 2019,Touring,Last Years Actuals,0
Sep 2019,Touring,Unit Price,0
Sep 2019,Touring,Unit Cost,0
Sep 2019,Touring,Revenue,0
Sep 2019,Touring,Cost of Sales,0
Sep 2019,Touring,Gross Margin,0
Sep 2019,Touring,Production Cost Mult,0
Sep 2019,Touring,Deviation,0
Sep 2019,Touring,Marginal Profit Mult Executed Sales,0
Sep 2019,Touring,Marginal Profits,0
Sep 2019,Touring,Sales,0
Sep 2019,Touring,Executed Sales,0
Sep 2019,Touring,Inventories,0
Sep 2019,Touring,Allocations,0
Sep 2019,Touring,Statistical Base Forecast,0
Sep 2019,Touring,Sales Adjustment,0
Sep 2019,Touring,Product Management Adjustment,0
Sep 2019,Touring,Achievement%_Actual,0
Sep 2019,Touring,Achievement%_Forecast,0
Sep 2019,Touring,Production,0
Sep 2019,Touring,Marginal Profits.,0
Sep 2019,Touring,Max Trust 95%,0
Sep 2019,Touring,Min Trust 95%,0
Sep 2019,Touring,Ecart type WML,0
Sep 2019,Off-Road,store_sales,0
Sep 2019,Off-Road,store_command,0
Sep 2019,Off-Road,store_stocks,0
Sep 2019,Off-Road,Labor Costs,0
Sep 2019,Off-Road,Actuals,0
Sep 2019,Off-Road,Sellers_Forecast,0
Sep 2019,Off-Road,Sales Forecast,0
Sep 2019,Off-Road,Forecast Arma,0
Sep 2019,Off-Road,Demand Forecast.,0
Sep 2019,Off-Road,Target,0
Sep 2019,Off-Road,Last Years Actuals,0
Sep 2019,Off-Road,Unit Price,0
Sep 2019,Off-Road,Unit Cost,0
Sep 2019,Off-Road,Revenue,0
Sep 2019,Off-Road,Cost of Sales,0
Sep 2019,Off-Road,Gross Margin,0
Sep 2019,Off-Road,Production Cost Mult,0
Sep 2019,Off-Road,Deviation,0
Sep 2019,Off-Road,Marginal Profit Mult Executed Sales,0
Sep 2019,Off-Road,Marginal Profits,0
Sep 2019,Off-Road,Sales,0
Sep 2019,Off-Road,Executed Sales,12378
Sep 2019,Off-Road,Inventories,0
Sep 2019,Off-Road,Allocations,0
Sep 2019,Off-Road,Statistical Base Forecast,0
Sep 2019,Off-Road,Sales Adjustment,0
Sep 2019,Off-Road,Product Management Adjustment,0
Sep 2019,Off-Road,Achievement%_Actual,0
Sep 2019,Off-Road,Achievement%_Forecast,0
Sep 2019,Off-Road,Production,0
Sep 2019,Off-Road,Marginal Profits.,0
Sep 2019,Off-Road,Max Trust 95%,0
Sep 2019,Off-Road,Min Trust 95%,0
Sep 2019,Off-Road,Ecart type WML,0
Oct 2019,Street,store_sales,0
Oct 2019,Street,store_command,0
Oct 2019,Street,store_stocks,0
Oct 2019,Street,Labor Costs,0
Oct 2019,Street,Actuals,0
Oct 2019,Street,Sellers_Forecast,0
Oct 2019,Street,Sales Forecast,0
Oct 2019,Street,Forecast Arma,0
Oct 2019,Street,Demand Forecast.,0
Oct 2019,Street,Target,0
Oct 2019,Street,Last Years Actuals,0
Oct 2019,Street,Unit Price,0
Oct 2019,Street,Unit Cost,0
Oct 2019,Street,Revenue,0
Oct 2019,Street,Cost of Sales,0
Oct 2019,Street,Gross Margin,0
Oct 2019,Street,Production Cost Mult,0
Oct 2019,Street,Deviation,0
Oct 2019,Street,Marginal Profit Mult Executed Sales,0
Oct 2019,Street,Marginal Profits,0
Oct 2019,Street,Sales,0
Oct 2019,Street,Executed Sales,0
Oct 2019,Street,Inventories,0
Oct 2019,Street,Allocations,0
Oct 2019,Street,Statistical Base Forecast,0
Oct 2019,Street,Sales Adjustment,0
Oct 2019,Street,Product Management Adjustment,0
Oct 2019,Street,Achievement%_Actual,0
Oct 2019,Street,Achievement%_Forecast,0
Oct 2019,Street,Production,0
Oct 2019,Street,Marginal Profits.,0
Oct 2019,Street,Max Trust 95%,0
Oct 2019,Street,Min Trust 95%,0
Oct 2019,Street,Ecart type WML,0
Oct 2019,Cruiser,store_sales,0
Oct 2019,Cruiser,store_command,0
Oct 2019,Cruiser,store_stocks,0
Oct 2019,Cruiser,Labor Costs,0
Oct 2019,Cruiser,Actuals,0
Oct 2019,Cruiser,Sellers_Forecast,0
Oct 2019,Cruiser,Sales Forecast,0
Oct 2019,Cruiser,Forecast Arma,0
Oct 2019,Cruiser,Demand Forecast.,0
Oct 2019,Cruiser,Target,0
Oct 2019,Cruiser,Last Years Actuals,0
Oct 2019,Cruiser,Unit Price,0
Oct 2019,Cruiser,Unit Cost,0
Oct 2019,Cruiser,Revenue,0
Oct 2019,Cruiser,Cost of Sales,0
Oct 2019,Cruiser,Gross Margin,0
Oct 2019,Cruiser,Production Cost Mult,0
Oct 2019,Cruiser,Deviation,0
Oct 2019,Cruiser,Marginal Profit Mult Executed Sales,0
Oct 2019,Cruiser,Marginal Profits,0
Oct 2019,Cruiser,Sales,0
Oct 2019,Cruiser,Executed Sales,0
Oct 2019,Cruiser,Inventories,0
Oct 2019,Cruiser,Allocations,0
Oct 2019,Cruiser,Statistical Base Forecast,0
Oct 2019,Cruiser,Sales Adjustment,0
Oct 2019,Cruiser,Product Management Adjustment,0
Oct 2019,Cruiser,Achievement%_Actual,0
Oct 2019,Cruiser,Achievement%_Forecast,0
Oct 2019,Cruiser,Production,0
Oct 2019,Cruiser,Marginal Profits.,0
Oct 2019,Cruiser,Max Trust 95%,0
Oct 2019,Cruiser,Min Trust 95%,0
Oct 2019,Cruiser,Ecart type WML,0
Oct 2019,Touring,store_sales,0
Oct 2019,Touring,store_command,0
Oct 2019,Touring,store_stocks,0
Oct 2019,Touring,Labor Costs,0
Oct 2019,Touring,Actuals,0
Oct 2019,Touring,Sellers_Forecast,0
Oct 2019,Touring,Sales Forecast,0
Oct 2019,Touring,Forecast Arma,0
Oct 2019,Touring,Demand Forecast.,0
Oct 2019,Touring,Target,0
Oct 2019,Touring,Last Years Actuals,0
Oct 2019,Touring,Unit Price,0
Oct 2019,Touring,Unit Cost,0
Oct 2019,Touring,Revenue,0
Oct 2019,Touring,Cost of Sales,0
Oct 2019,Touring,Gross Margin,0
Oct 2019,Touring,Production Cost Mult,0
Oct 2019,Touring,Deviation,0
Oct 2019,Touring,Marginal Profit Mult Executed Sales,0
Oct 2019,Touring,Marginal Profits,0
Oct 2019,Touring,Sales,0
Oct 2019,Touring,Executed Sales,0
Oct 2019,Touring,Inventories,0
Oct 2019,Touring,Allocations,0
Oct 2019,Touring,Statistical Base Forecast,0
Oct 2019,Touring,Sales Adjustment,0
Oct 2019,Touring,Product Management Adjustment,0
Oct 2019,Touring,Achievement%_Actual,0
Oct 2019,Touring,Achievement%_Forecast,0
Oct 2019,Touring,Production,0
Oct 2019,Touring,Marginal Profits.,0
Oct 2019,Touring,Max Trust 95%,0
Oct 2019,Touring,Min Trust 95%,0
Oct 2019,Touring,Ecart type WML,0
Oct 2019,Off-Road,store_sales,0
Oct 2019,Off-Road,store_command,0
Oct 2019,Off-Road,store_stocks,0
Oct 2019,Off-Road,Labor Costs,0
Oct 2019,Off-Road,Actuals,0
Oct 2019,Off-Road,Sellers_Forecast,0
Oct 2019,Off-Road,Sales Forecast,0
Oct 2019,Off-Road,Forecast Arma,0
Oct 2019,Off-Road,Demand Forecast.,0
Oct 2019,Off-Road,Target,0
Oct 2019,Off-Road,Last Years Actuals,0
Oct 2019,Off-Road,Unit Price,0
Oct 2019,Off-Road,Unit Cost,0
Oct 2019,Off-Road,Revenue,0
Oct 2019,Off-Road,Cost of Sales,0
Oct 2019,Off-Road,Gross Margin,0
Oct 2019,Off-Road,Production Cost Mult,0
Oct 2019,Off-Road,Deviation,0
Oct 2019,Off-Road,Marginal Profit Mult Executed Sales,0
Oct 2019,Off-Road,Marginal Profits,0
Oct 2019,Off-Road,Sales,0
Oct 2019,Off-Road,Executed Sales,12436
Oct 2019,Off-Road,Inventories,0
Oct 2019,Off-Road,Allocations,0
Oct 2019,Off-Road,Statistical Base Forecast,0
Oct 2019,Off-Road,Sales Adjustment,0
Oct 2019,Off-Road,Product Management Adjustment,0
Oct 2019,Off-Road,Achievement%_Actual,0
Oct 2019,Off-Road,Achievement%_Forecast,0
Oct 2019,Off-Road,Production,0
Oct 2019,Off-Road,Marginal Profits.,0
Oct 2019,Off-Road,Max Trust 95%,0
Oct 2019,Off-Road,Min Trust 95%,0
Oct 2019,Off-Road,Ecart type WML,0
Nov 2019,Street,store_sales,0
Nov 2019,Street,store_command,0
Nov 2019,Street,store_stocks,0
Nov 2019,Street,Labor Costs,0
Nov 2019,Street,Actuals,0
Nov 2019,Street,Sellers_Forecast,0
Nov 2019,Street,Sales Forecast,0
Nov 2019,Street,Forecast Arma,0
Nov 2019,Street,Demand Forecast.,0
Nov 2019,Street,Target,0
Nov 2019,Street,Last Years Actuals,0
Nov 2019,Street,Unit Price,0
Nov 2019,Street,Unit Cost,0
Nov 2019,Street,Revenue,0
Nov 2019,Street,Cost of Sales,0
Nov 2019,Street,Gross Margin,0
Nov 2019,Street,Production Cost Mult,0
Nov 2019,Street,Deviation,0
Nov 2019,Street,Marginal Profit Mult Executed Sales,0
Nov 2019,Street,Marginal Profits,0
Nov 2019,Street,Sales,0
Nov 2019,Street,Executed Sales,0
Nov 2019,Street,Inventories,0
Nov 2019,Street,Allocations,0
Nov 2019,Street,Statistical Base Forecast,0
Nov 2019,Street,Sales Adjustment,0
Nov 2019,Street,Product Management Adjustment,0
