Products,Markets,Period,value
ST900,US,Apr 2020,0
ST900,US,May 2020,0
ST900,US,Jun 2020,0
ST900,US,Jul 2020,0
ST900,US,Aug 2020,0
ST900,US,Sep 2020,0
ST900,US,Oct 2020,0
ST900,US,Nov 2020,0
ST900,US,Dec 2020,0
ST900,Canada,Jan 2020,4
ST900,Canada,Feb 2020,1
ST900,Canada,Mar 2020,0
ST900,Canada,Apr 2020,0
ST900,Canada,May 2020,0
ST900,Canada,Jun 2020,0
ST900,Canada,Jul 2020,0
ST900,Canada,Aug 2020,0
ST900,Canada,Sep 2020,0
ST900,Canada,Oct 2020,0
ST900,Canada,Nov 2020,0
ST900,Canada,Dec 2020,0
ST900,Brazil,Jan 2020,8
ST900,Brazil,Feb 2020,2
ST900,Brazil,Mar 2020,0
ST900,Brazil,Apr 2020,0
ST900,Brazil,May 2020,0
ST900,Brazil,Jun 2020,0
ST900,Brazil,Jul 2020,0
ST900,Brazil,Aug 2020,0
ST900,Brazil,Sep 2020,0
ST900,Brazil,Oct 2020,0
ST900,Brazil,Nov 2020,0
ST900,Brazil,Dec 2020,0
ST900,Argentina,Jan 2020,30
ST900,Argentina,Feb 2020,8
ST900,Argentina,Mar 2020,1
ST900,Argentina,Apr 2020,0
ST900,Argentina,May 2020,0
ST900,Argentina,Jun 2020,0
ST900,Argentina,Jul 2020,0
ST900,Argentina,Aug 2020,0
ST900,Argentina,Sep 2020,0
ST900,Argentina,Oct 2020,0
ST900,Argentina,Nov 2020,0
ST900,Argentina,Dec 2020,0
ST900,UK,Jan 2020,16
ST900,UK,Feb 2020,5
ST900,UK,Mar 2020,1
ST900,UK,Apr 2020,0
ST900,UK,May 2020,0
ST900,UK,Jun 2020,0
ST900,UK,Jul 2020,0
ST900,UK,Aug 2020,0
ST900,UK,Sep 2020,0
ST900,UK,Oct 2020,0
ST900,UK,Nov 2020,0
ST900,UK,Dec 2020,0
ST900,France,Jan 2020,26
ST900,France,Feb 2020,6
ST900,France,Mar 2020,1
ST900,France,Apr 2020,0
ST900,France,May 2020,0
ST900,France,Jun 2020,0
ST900,France,Jul 2020,0
ST900,France,Aug 2020,0
ST900,France,Sep 2020,0
ST900,France,Oct 2020,0
ST900,France,Nov 2020,0
ST900,France,Dec 2020,0
ST900,Germany,Jan 2020,16
ST900,Germany,Feb 2020,5
ST900,Germany,Mar 2020,1
ST900,Germany,Apr 2020,0
ST900,Germany,May 2020,0
ST900,Germany,Jun 2020,0
ST900,Germany,Jul 2020,0
ST900,Germany,Aug 2020,0
ST900,Germany,Sep 2020,0
ST900,Germany,Oct 2020,0
ST900,Germany,Nov 2020,0
ST900,Germany,Dec 2020,0
ST900,Spain,Jan 2020,17
ST900,Spain,Feb 2020,4
ST900,Spain,Mar 2020,1
ST900,Spain,Apr 2020,0
ST900,Spain,May 2020,0
ST900,Spain,Jun 2020,0
ST900,Spain,Jul 2020,0
ST900,Spain,Aug 2020,0
ST900,Spain,Sep 2020,0
ST900,Spain,Oct 2020,0
ST900,Spain,Nov 2020,0
ST900,Spain,Dec 2020,0
ST900,Italy,Jan 2020,21
ST900,Italy,Feb 2020,5
ST900,Italy,Mar 2020,1
ST900,Italy,Apr 2020,0
ST900,Italy,May 2020,0
ST900,Italy,Jun 2020,0
ST900,Italy,Jul 2020,0
ST900,Italy,Aug 2020,0
ST900,Italy,Sep 2020,0
ST900,Italy,Oct 2020,0
ST900,Italy,Nov 2020,0
ST900,Italy,Dec 2020,0
ST900,China,Jan 2020,22
ST900,China,Feb 2020,5
ST900,China,Mar 2020,1
ST900,China,Apr 2020,0
ST900,China,May 2020,0
ST900,China,Jun 2020,0
ST900,China,Jul 2020,0
ST900,China,Aug 2020,0
ST900,China,Sep 2020,0
ST900,China,Oct 2020,0
ST900,China,Nov 2020,0
ST900,China,Dec 2020,0
ST900,Japan,Jan 2020,18
ST900,Japan,Feb 2020,5
ST900,Japan,Mar 2020,1
ST900,Japan,Apr 2020,0
ST900,Japan,May 2020,0
ST900,Japan,Jun 2020,0
ST900,Japan,Jul 2020,0
ST900,Japan,Aug 2020,0
ST900,Japan,Sep 2020,0
ST900,Japan,Oct 2020,0
ST900,Japan,Nov 2020,0
ST900,Japan,Dec 2020,0
ST900,Americas#,Jan 2020,0
ST900,Americas#,Feb 2020,0
ST900,Americas#,Mar 2020,0
ST900,Americas#,Apr 2020,0
ST900,Americas#,May 2020,0
ST900,Americas#,Jun 2020,0
ST900,Americas#,Jul 2020,0
ST900,Americas#,Aug 2020,0
ST900,Americas#,Sep 2020,0
ST900,Americas#,Oct 2020,0
ST900,Americas#,Nov 2020,0
ST900,Americas#,Dec 2020,0
ST900,EMEA#,Jan 2020,0
ST900,EMEA#,Feb 2020,0
ST900,EMEA#,Mar 2020,0
ST900,EMEA#,Apr 2020,0
ST900,EMEA#,May 2020,0
ST900,EMEA#,Jun 2020,0
ST900,EMEA#,Jul 2020,0
ST900,EMEA#,Aug 2020,0
ST900,EMEA#,Sep 2020,0
ST900,EMEA#,Oct 2020,0
ST900,EMEA#,Nov 2020,0
ST900,EMEA#,Dec 2020,0
ST900,APAC#,Jan 2020,0
ST900,APAC#,Feb 2020,0
ST900,APAC#,Mar 2020,0
ST900,APAC#,Apr 2020,0
ST900,APAC#,May 2020,0
ST900,APAC#,Jun 2020,0
ST900,APAC#,Jul 2020,0
ST900,APAC#,Aug 2020,0
ST900,APAC#,Sep 2020,0
ST900,APAC#,Oct 2020,0
ST900,APAC#,Nov 2020,0
ST900,APAC#,Dec 2020,0
ST900,Total Market#,Jan 2020,0
ST900,Total Market#,Feb 2020,0
ST900,Total Market#,Mar 2020,0
ST900,Total Market#,Apr 2020,0
ST900,Total Market#,May 2020,0
ST900,Total Market#,Jun 2020,0
ST900,Total Market#,Jul 2020,0
ST900,Total Market#,Aug 2020,0
ST900,Total Market#,Sep 2020,0
ST900,Total Market#,Oct 2020,0
ST900,Total Market#,Nov 2020,0
ST900,Total Market#,Dec 2020,0
ST1200,US,Jan 2020,23
ST1200,US,Feb 2020,6
ST1200,US,Mar 2020,1
ST1200,US,Apr 2020,0
ST1200,US,May 2020,0
ST1200,US,Jun 2020,0
ST1200,US,Jul 2020,0
ST1200,US,Aug 2020,0
ST1200,US,Sep 2020,0
ST1200,US,Oct 2020,0
ST1200,US,Nov 2020,0
ST1200,US,Dec 2020,0
ST1200,Canada,Jan 2020,5
ST1200,Canada,Feb 2020,2
ST1200,Canada,Mar 2020,0
ST1200,Canada,Apr 2020,0
ST1200,Canada,May 2020,0
ST1200,Canada,Jun 2020,0
ST1200,Canada,Jul 2020,0
ST1200,Canada,Aug 2020,0
ST1200,Canada,Sep 2020,0
ST1200,Canada,Oct 2020,0
ST1200,Canada,Nov 2020,0
ST1200,Canada,Dec 2020,0
ST1200,Brazil,Jan 2020,23
ST1200,Brazil,Feb 2020,6
ST1200,Brazil,Mar 2020,1
ST1200,Brazil,Apr 2020,0
ST1200,Brazil,May 2020,0
ST1200,Brazil,Jun 2020,0
ST1200,Brazil,Jul 2020,0
ST1200,Brazil,Aug 2020,0
ST1200,Brazil,Sep 2020,0
ST1200,Brazil,Oct 2020,0
ST1200,Brazil,Nov 2020,0
ST1200,Brazil,Dec 2020,0
ST1200,Argentina,Jan 2020,34
ST1200,Argentina,Feb 2020,9
ST1200,Argentina,Mar 2020,2
ST1200,Argentina,Apr 2020,0
ST1200,Argentina,May 2020,0
ST1200,Argentina,Jun 2020,0
ST1200,Argentina,Jul 2020,0
ST1200,Argentina,Aug 2020,0
ST1200,Argentina,Sep 2020,0
ST1200,Argentina,Oct 2020,0
ST1200,Argentina,Nov 2020,0
ST1200,Argentina,Dec 2020,0
ST1200,UK,Jan 2020,37
ST1200,UK,Feb 2020,10
ST1200,UK,Mar 2020,2
ST1200,UK,Apr 2020,0
ST1200,UK,May 2020,0
ST1200,UK,Jun 2020,0
ST1200,UK,Jul 2020,0
ST1200,UK,Aug 2020,0
ST1200,UK,Sep 2020,0
ST1200,UK,Oct 2020,0
ST1200,UK,Nov 2020,0
ST1200,UK,Dec 2020,0
ST1200,France,Jan 2020,32
ST1200,France,Feb 2020,8
ST1200,France,Mar 2020,2
ST1200,France,Apr 2020,0
ST1200,France,May 2020,0
ST1200,France,Jun 2020,0
ST1200,France,Jul 2020,0
ST1200,France,Aug 2020,0
ST1200,France,Sep 2020,0
ST1200,France,Oct 2020,0
ST1200,France,Nov 2020,0
ST1200,France,Dec 2020,0
ST1200,Germany,Jan 2020,11
ST1200,Germany,Feb 2020,2
ST1200,Germany,Mar 2020,0
ST1200,Germany,Apr 2020,0
ST1200,Germany,May 2020,0
ST1200,Germany,Jun 2020,0
ST1200,Germany,Jul 2020,0
ST1200,Germany,Aug 2020,0
ST1200,Germany,Sep 2020,0
ST1200,Germany,Oct 2020,0
ST1200,Germany,Nov 2020,0
ST1200,Germany,Dec 2020,0
ST1200,Spain,Jan 2020,38
ST1200,Spain,Feb 2020,9
ST1200,Spain,Mar 2020,2
ST1200,Spain,Apr 2020,0
ST1200,Spain,May 2020,0
ST1200,Spain,Jun 2020,0
ST1200,Spain,Jul 2020,0
ST1200,Spain,Aug 2020,0
ST1200,Spain,Sep 2020,0
ST1200,Spain,Oct 2020,0
ST1200,Spain,Nov 2020,0
ST1200,Spain,Dec 2020,0
ST1200,Italy,Jan 2020,27
ST1200,Italy,Feb 2020,7
ST1200,Italy,Mar 2020,1
ST1200,Italy,Apr 2020,0
ST1200,Italy,May 2020,0
ST1200,Italy,Jun 2020,0
ST1200,Italy,Jul 2020,0
ST1200,Italy,Aug 2020,0
ST1200,Italy,Sep 2020,0
ST1200,Italy,Oct 2020,0
ST1200,Italy,Nov 2020,0
ST1200,Italy,Dec 2020,0
ST1200,China,Jan 2020,40
ST1200,China,Feb 2020,10
ST1200,China,Mar 2020,2
ST1200,China,Apr 2020,0
ST1200,China,May 2020,0
ST1200,China,Jun 2020,0
ST1200,China,Jul 2020,0
ST1200,China,Aug 2020,0
ST1200,China,Sep 2020,0
ST1200,China,Oct 2020,0
ST1200,China,Nov 2020,0
ST1200,China,Dec 2020,0
ST1200,Japan,Jan 2020,39
ST1200,Japan,Feb 2020,10
ST1200,Japan,Mar 2020,2
ST1200,Japan,Apr 2020,0
ST1200,Japan,May 2020,0
ST1200,Japan,Jun 2020,0
ST1200,Japan,Jul 2020,0
ST1200,Japan,Aug 2020,0
ST1200,Japan,Sep 2020,0
ST1200,Japan,Oct 2020,0
ST1200,Japan,Nov 2020,0
ST1200,Japan,Dec 2020,0
ST1200,Americas#,Jan 2020,0
ST1200,Americas#,Feb 2020,0
ST1200,Americas#,Mar 2020,0
ST1200,Americas#,Apr 2020,0
ST1200,Americas#,May 2020,0
ST1200,Americas#,Jun 2020,0
ST1200,Americas#,Jul 2020,0
ST1200,Americas#,Aug 2020,0
ST1200,Americas#,Sep 2020,0
ST1200,Americas#,Oct 2020,0
ST1200,Americas#,Nov 2020,0
ST1200,Americas#,Dec 2020,0
ST1200,EMEA#,Jan 2020,0
ST1200,EMEA#,Feb 2020,0
ST1200,EMEA#,Mar 2020,0
ST1200,EMEA#,Apr 2020,0
ST1200,EMEA#,May 2020,0
ST1200,EMEA#,Jun 2020,0
ST1200,EMEA#,Jul 2020,0
ST1200,EMEA#,Aug 2020,0
ST1200,EMEA#,Sep 2020,0
ST1200,EMEA#,Oct 2020,0
ST1200,EMEA#,Nov 2020,0
ST1200,EMEA#,Dec 2020,0
ST1200,APAC#,Jan 2020,0
ST1200,APAC#,Feb 2020,0
ST1200,APAC#,Mar 2020,0
ST1200,APAC#,Apr 2020,0
ST1200,APAC#,May 2020,0
ST1200,APAC#,Jun 2020,0
ST1200,APAC#,Jul 2020,0
ST1200,APAC#,Aug 2020,0
ST1200,APAC#,Sep 2020,0
ST1200,APAC#,Oct 2020,0
ST1200,APAC#,Nov 2020,0
ST1200,APAC#,Dec 2020,0
ST1200,Total Market#,Jan 2020,0
ST1200,Total Market#,Feb 2020,0
ST1200,Total Market#,Mar 2020,0
ST1200,Total Market#,Apr 2020,0
ST1200,Total Market#,May 2020,0
ST1200,Total Market#,Jun 2020,0
ST1200,Total Market#,Jul 2020,0
ST1200,Total Market#,Aug 2020,0
ST1200,Total Market#,Sep 2020,0
ST1200,Total Market#,Oct 2020,0
ST1200,Total Market#,Nov 2020,0
ST1200,Total Market#,Dec 2020,0
ST1200R,US,Jan 2020,30
ST1200R,US,Feb 2020,7
ST1200R,US,Mar 2020,2
ST1200R,US,Apr 2020,0
ST1200R,US,May 2020,0
ST1200R,US,Jun 2020,0
ST1200R,US,Jul 2020,0
ST1200R,US,Aug 2020,0
ST1200R,US,Sep 2020,0
ST1200R,US,Oct 2020,0
ST1200R,US,Nov 2020,0
ST1200R,US,Dec 2020,0
ST1200R,Canada,Jan 2020,27
ST1200R,Canada,Feb 2020,8
ST1200R,Canada,Mar 2020,2
ST1200R,Canada,Apr 2020,0
ST1200R,Canada,May 2020,0
ST1200R,Canada,Jun 2020,0
ST1200R,Canada,Jul 2020,0
ST1200R,Canada,Aug 2020,0
ST1200R,Canada,Sep 2020,0
ST1200R,Canada,Oct 2020,0
ST1200R,Canada,Nov 2020,0
ST1200R,Canada,Dec 2020,0
ST1200R,Brazil,Jan 2020,6
ST1200R,Brazil,Feb 2020,1
ST1200R,Brazil,Mar 2020,0
ST1200R,Brazil,Apr 2020,0
ST1200R,Brazil,May 2020,0
ST1200R,Brazil,Jun 2020,0
ST1200R,Brazil,Jul 2020,0
ST1200R,Brazil,Aug 2020,0
ST1200R,Brazil,Sep 2020,0
ST1200R,Brazil,Oct 2020,0
ST1200R,Brazil,Nov 2020,0
ST1200R,Brazil,Dec 2020,0
ST1200R,Argentina,Jan 2020,19
ST1200R,Argentina,Feb 2020,5
ST1200R,Argentina,Mar 2020,1
ST1200R,Argentina,Apr 2020,0
ST1200R,Argentina,May 2020,0
ST1200R,Argentina,Jun 2020,0
ST1200R,Argentina,Jul 2020,0
ST1200R,Argentina,Aug 2020,0
ST1200R,Argentina,Sep 2020,0
ST1200R,Argentina,Oct 2020,0
ST1200R,Argentina,Nov 2020,0
ST1200R,Argentina,Dec 2020,0
ST1200R,UK,Jan 2020,43
ST1200R,UK,Feb 2020,11
ST1200R,UK,Mar 2020,2
ST1200R,UK,Apr 2020,0
ST1200R,UK,May 2020,0
ST1200R,UK,Jun 2020,0
ST1200R,UK,Jul 2020,0
ST1200R,UK,Aug 2020,0
ST1200R,UK,Sep 2020,0
ST1200R,UK,Oct 2020,0
ST1200R,UK,Nov 2020,0
ST1200R,UK,Dec 2020,0
ST1200R,France,Jan 2020,28
ST1200R,France,Feb 2020,7
ST1200R,France,Mar 2020,1
ST1200R,France,Apr 2020,0
ST1200R,France,May 2020,0
ST1200R,France,Jun 2020,0
ST1200R,France,Jul 2020,0
ST1200R,France,Aug 2020,0
ST1200R,France,Sep 2020,0
ST1200R,France,Oct 2020,0
ST1200R,France,Nov 2020,0
ST1200R,France,Dec 2020,0
ST1200R,Germany,Jan 2020,13
ST1200R,Germany,Feb 2020,3
ST1200R,Germany,Mar 2020,1
ST1200R,Germany,Apr 2020,0
ST1200R,Germany,May 2020,0
ST1200R,Germany,Jun 2020,0
ST1200R,Germany,Jul 2020,0
ST1200R,Germany,Aug 2020,0
ST1200R,Germany,Sep 2020,0
ST1200R,Germany,Oct 2020,0
ST1200R,Germany,Nov 2020,0
ST1200R,Germany,Dec 2020,0
ST1200R,Spain,Jan 2020,19
ST1200R,Spain,Feb 2020,5
ST1200R,Spain,Mar 2020,1
ST1200R,Spain,Apr 2020,0
ST1200R,Spain,May 2020,0
ST1200R,Spain,Jun 2020,0
ST1200R,Spain,Jul 2020,0
ST1200R,Spain,Aug 2020,0
ST1200R,Spain,Sep 2020,0
ST1200R,Spain,Oct 2020,0
ST1200R,Spain,Nov 2020,0
ST1200R,Spain,Dec 2020,0
ST1200R,Italy,Jan 2020,4
ST1200R,Italy,Feb 2020,1
ST1200R,Italy,Mar 2020,0
ST1200R,Italy,Apr 2020,0
ST1200R,Italy,May 2020,0
ST1200R,Italy,Jun 2020,0
ST1200R,Italy,Jul 2020,0
ST1200R,Italy,Aug 2020,0
ST1200R,Italy,Sep 2020,0
ST1200R,Italy,Oct 2020,0
ST1200R,Italy,Nov 2020,0
ST1200R,Italy,Dec 2020,0
ST1200R,China,Jan 2020,34
ST1200R,China,Feb 2020,9
ST1200R,China,Mar 2020,2
ST1200R,China,Apr 2020,0
ST1200R,China,May 2020,0
ST1200R,China,Jun 2020,0
ST1200R,China,Jul 2020,0
ST1200R,China,Aug 2020,0
ST1200R,China,Sep 2020,0
ST1200R,China,Oct 2020,0
ST1200R,China,Nov 2020,0
ST1200R,China,Dec 2020,0
ST1200R,Japan,Jan 2020,21
ST1200R,Japan,Feb 2020,5
ST1200R,Japan,Mar 2020,1
ST1200R,Japan,Apr 2020,0
ST1200R,Japan,May 2020,0
ST1200R,Japan,Jun 2020,0
ST1200R,Japan,Jul 2020,0
ST1200R,Japan,Aug 2020,0
ST1200R,Japan,Sep 2020,0
ST1200R,Japan,Oct 2020,0
ST1200R,Japan,Nov 2020,0
ST1200R,Japan,Dec 2020,0
ST1200R,Americas#,Jan 2020,0
ST1200R,Americas#,Feb 2020,0
ST1200R,Americas#,Mar 2020,0
ST1200R,Americas#,Apr 2020,0
ST1200R,Americas#,May 2020,0
ST1200R,Americas#,Jun 2020,0
ST1200R,Americas#,Jul 2020,0
ST1200R,Americas#,Aug 2020,0
ST1200R,Americas#,Sep 2020,0
ST1200R,Americas#,Oct 2020,0
ST1200R,Americas#,Nov 2020,0
ST1200R,Americas#,Dec 2020,0
ST1200R,EMEA#,Jan 2020,0
ST1200R,EMEA#,Feb 2020,0
ST1200R,EMEA#,Mar 2020,0
ST1200R,EMEA#,Apr 2020,0
ST1200R,EMEA#,May 2020,0
ST1200R,EMEA#,Jun 2020,0
ST1200R,EMEA#,Jul 2020,0
ST1200R,EMEA#,Aug 2020,0
ST1200R,EMEA#,Sep 2020,0
ST1200R,EMEA#,Oct 2020,0
ST1200R,EMEA#,Nov 2020,0
ST1200R,EMEA#,Dec 2020,0
ST1200R,APAC#,Jan 2020,0
ST1200R,APAC#,Feb 2020,0
ST1200R,APAC#,Mar 2020,0
ST1200R,APAC#,Apr 2020,0
ST1200R,APAC#,May 2020,0
ST1200R,APAC#,Jun 2020,0
ST1200R,APAC#,Jul 2020,0
ST1200R,APAC#,Aug 2020,0
ST1200R,APAC#,Sep 2020,0
ST1200R,APAC#,Oct 2020,0
ST1200R,APAC#,Nov 2020,0
ST1200R,APAC#,Dec 2020,0
ST1200R,Total Market#,Jan 2020,0
ST1200R,Total Market#,Feb 2020,0
ST1200R,Total Market#,Mar 2020,0
ST1200R,Total Market#,Apr 2020,0
ST1200R,Total Market#,May 2020,0
ST1200R,Total Market#,Jun 2020,0
ST1200R,Total Market#,Jul 2020,0
ST1200R,Total Market#,Aug 2020,0
ST1200R,Total Market#,Sep 2020,0
ST1200R,Total Market#,Oct 2020,0
ST1200R,Total Market#,Nov 2020,0
ST1200R,Total Market#,Dec 2020,0
Bandit 900,US,Jan 2020,22
Bandit 900,US,Feb 2020,5
Bandit 900,US,Mar 2020,1
Bandit 900,US,Apr 2020,0
Bandit 900,US,May 2020,0
Bandit 900,US,Jun 2020,0
Bandit 900,US,Jul 2020,0
Bandit 900,US,Aug 2020,0
Bandit 900,US,Sep 2020,0
Bandit 900,US,Oct 2020,0
Bandit 900,US,Nov 2020,0
Bandit 900,US,Dec 2020,0
Bandit 900,Canada,Jan 2020,24
Bandit 900,Canada,Feb 2020,6
Bandit 900,Canada,Mar 2020,1
Bandit 900,Canada,Apr 2020,0
Bandit 900,Canada,May 2020,0
Bandit 900,Canada,Jun 2020,0
Bandit 900,Canada,Jul 2020,0
Bandit 900,Canada,Aug 2020,0
Bandit 900,Canada,Sep 2020,0
Bandit 900,Canada,Oct 2020,0
Bandit 900,Canada,Nov 2020,0
Bandit 900,Canada,Dec 2020,0
Bandit 900,Brazil,Jan 2020,42
Bandit 900,Brazil,Feb 2020,11
Bandit 900,Brazil,Mar 2020,2
Bandit 900,Brazil,Apr 2020,0
Bandit 900,Brazil,May 2020,0
Bandit 900,Brazil,Jun 2020,0
Bandit 900,Brazil,Jul 2020,0
Bandit 900,Brazil,Aug 2020,0
Bandit 900,Brazil,Sep 2020,0
Bandit 900,Brazil,Oct 2020,0
Bandit 900,Brazil,Nov 2020,0
Bandit 900,Brazil,Dec 2020,0
Bandit 900,Argentina,Jan 2020,26
Bandit 900,Argentina,Feb 2020,8
Bandit 900,Argentina,Mar 2020,1
Bandit 900,Argentina,Apr 2020,0
Bandit 900,Argentina,May 2020,0
Bandit 900,Argentina,Jun 2020,0
Bandit 900,Argentina,Jul 2020,0
Bandit 900,Argentina,Aug 2020,0
Bandit 900,Argentina,Sep 2020,0
Bandit 900,Argentina,Oct 2020,0
Bandit 900,Argentina,Nov 2020,0
Bandit 900,Argentina,Dec 2020,0
Bandit 900,UK,Jan 2020,43
Bandit 900,UK,Feb 2020,11
Bandit 900,UK,Mar 2020,2
Bandit 900,UK,Apr 2020,0
Bandit 900,UK,May 2020,0
Bandit 900,UK,Jun 2020,0
Bandit 900,UK,Jul 2020,0
Bandit 900,UK,Aug 2020,0
Bandit 900,UK,Sep 2020,0
Bandit 900,UK,Oct 2020,0
Bandit 900,UK,Nov 2020,0
Bandit 900,UK,Dec 2020,0
Bandit 900,France,Jan 2020,40
Bandit 900,France,Feb 2020,10
Bandit 900,France,Mar 2020,2
Bandit 900,France,Apr 2020,0
Bandit 900,France,May 2020,0
Bandit 900,France,Jun 2020,0
Bandit 900,France,Jul 2020,0
Bandit 900,France,Aug 2020,0
Bandit 900,France,Sep 2020,0
Bandit 900,France,Oct 2020,0
Bandit 900,France,Nov 2020,0
Bandit 900,France,Dec 2020,0
Bandit 900,Germany,Jan 2020,11
Bandit 900,Germany,Feb 2020,3
Bandit 900,Germany,Mar 2020,1
Bandit 900,Germany,Apr 2020,0
Bandit 900,Germany,May 2020,0
Bandit 900,Germany,Jun 2020,0
Bandit 900,Germany,Jul 2020,0
Bandit 900,Germany,Aug 2020,0
Bandit 900,Germany,Sep 2020,0
Bandit 900,Germany,Oct 2020,0
Bandit 900,Germany,Nov 2020,0
Bandit 900,Germany,Dec 2020,0
Bandit 900,Spain,Jan 2020,19
Bandit 900,Spain,Feb 2020,5
Bandit 900,Spain,Mar 2020,1
Bandit 900,Spain,Apr 2020,0
Bandit 900,Spain,May 2020,0
Bandit 900,Spain,Jun 2020,0
Bandit 900,Spain,Jul 2020,0
Bandit 900,Spain,Aug 2020,0
Bandit 900,Spain,Sep 2020,0
Bandit 900,Spain,Oct 2020,0
Bandit 900,Spain,Nov 2020,0
Bandit 900,Spain,Dec 2020,0
Bandit 900,Italy,Jan 2020,44
Bandit 900,Italy,Feb 2020,10
Bandit 900,Italy,Mar 2020,2
Bandit 900,Italy,Apr 2020,0
Bandit 900,Italy,May 2020,0
Bandit 900,Italy,Jun 2020,0
Bandit 900,Italy,Jul 2020,0
Bandit 900,Italy,Aug 2020,0
Bandit 900,Italy,Sep 2020,0
Bandit 900,Italy,Oct 2020,0
Bandit 900,Italy,Nov 2020,0
Bandit 900,Italy,Dec 2020,0
Bandit 900,China,Jan 2020,22
Bandit 900,China,Feb 2020,5
Bandit 900,China,Mar 2020,1
Bandit 900,China,Apr 2020,0
Bandit 900,China,May 2020,0
Bandit 900,China,Jun 2020,0
Bandit 900,China,Jul 2020,0
Bandit 900,China,Aug 2020,0
Bandit 900,China,Sep 2020,0
Bandit 900,China,Oct 2020,0
Bandit 900,China,Nov 2020,0
Bandit 900,China,Dec 2020,0
Bandit 900,Japan,Jan 2020,21
Bandit 900,Japan,Feb 2020,6
Bandit 900,Japan,Mar 2020,1
Bandit 900,Japan,Apr 2020,0
Bandit 900,Japan,May 2020,0
Bandit 900,Japan,Jun 2020,0
Bandit 900,Japan,Jul 2020,0
Bandit 900,Japan,Aug 2020,0
Bandit 900,Japan,Sep 2020,0
Bandit 900,Japan,Oct 2020,0
Bandit 900,Japan,Nov 2020,0
Bandit 900,Japan,Dec 2020,0
Bandit 900,Americas#,Jan 2020,0
Bandit 900,Americas#,Feb 2020,0
Bandit 900,Americas#,Mar 2020,0
Bandit 900,Americas#,Apr 2020,0
Bandit 900,Americas#,May 2020,0
Bandit 900,Americas#,Jun 2020,0
Bandit 900,Americas#,Jul 2020,0
Bandit 900,Americas#,Aug 2020,0
Bandit 900,Americas#,Sep 2020,0
Bandit 900,Americas#,Oct 2020,0
Bandit 900,Americas#,Nov 2020,0
Bandit 900,Americas#,Dec 2020,0
Bandit 900,EMEA#,Jan 2020,0
Bandit 900,EMEA#,Feb 2020,0
Bandit 900,EMEA#,Mar 2020,0
Bandit 900,EMEA#,Apr 2020,0
Bandit 900,EMEA#,May 2020,0
Bandit 900,EMEA#,Jun 2020,0
Bandit 900,EMEA#,Jul 2020,0
Bandit 900,EMEA#,Aug 2020,0
Bandit 900,EMEA#,Sep 2020,0
Bandit 900,EMEA#,Oct 2020,0
Bandit 900,EMEA#,Nov 2020,0
Bandit 900,EMEA#,Dec 2020,0
Bandit 900,APAC#,Jan 2020,0
Bandit 900,APAC#,Feb 2020,0
Bandit 900,APAC#,Mar 2020,0
Bandit 900,APAC#,Apr 2020,0
Bandit 900,APAC#,May 2020,0
Bandit 900,APAC#,Jun 2020,0
Bandit 900,APAC#,Jul 2020,0
Bandit 900,APAC#,Aug 2020,0
Bandit 900,APAC#,Sep 2020,0
Bandit 900,APAC#,Oct 2020,0
Bandit 900,APAC#,Nov 2020,0
Bandit 900,APAC#,Dec 2020,0
Bandit 900,Total Market#,Jan 2020,0
Bandit 900,Total Market#,Feb 2020,0
Bandit 900,Total Market#,Mar 2020,0
Bandit 900,Total Market#,Apr 2020,0
Bandit 900,Total Market#,May 2020,0
Bandit 900,Total Market#,Jun 2020,0
Bandit 900,Total Market#,Jul 2020,0
Bandit 900,Total Market#,Aug 2020,0
Bandit 900,Total Market#,Sep 2020,0
Bandit 900,Total Market#,Oct 2020,0
Bandit 900,Total Market#,Nov 2020,0
Bandit 900,Total Market#,Dec 2020,0
Bandit 1200,US,Jan 2020,39
Bandit 1200,US,Feb 2020,10
Bandit 1200,US,Mar 2020,2
Bandit 1200,US,Apr 2020,0
Bandit 1200,US,May 2020,0
Bandit 1200,US,Jun 2020,0
Bandit 1200,US,Jul 2020,0
Bandit 1200,US,Aug 2020,0
Bandit 1200,US,Sep 2020,0
Bandit 1200,US,Oct 2020,0
Bandit 1200,US,Nov 2020,0
Bandit 1200,US,Dec 2020,0
Bandit 1200,Canada,Jan 2020,25
Bandit 1200,Canada,Feb 2020,6
Bandit 1200,Canada,Mar 2020,1
Bandit 1200,Canada,Apr 2020,0
Bandit 1200,Canada,May 2020,0
Bandit 1200,Canada,Jun 2020,0
Bandit 1200,Canada,Jul 2020,0
Bandit 1200,Canada,Aug 2020,0
Bandit 1200,Canada,Sep 2020,0
Bandit 1200,Canada,Oct 2020,0
Bandit 1200,Canada,Nov 2020,0
Bandit 1200,Canada,Dec 2020,0
Bandit 1200,Brazil,Jan 2020,26
Bandit 1200,Brazil,Feb 2020,7
Bandit 1200,Brazil,Mar 2020,1
Bandit 1200,Brazil,Apr 2020,0
Bandit 1200,Brazil,May 2020,0
Bandit 1200,Brazil,Jun 2020,0
Bandit 1200,Brazil,Jul 2020,0
Bandit 1200,Brazil,Aug 2020,0
Bandit 1200,Brazil,Sep 2020,0
Bandit 1200,Brazil,Oct 2020,0
Bandit 1200,Brazil,Nov 2020,0
Bandit 1200,Brazil,Dec 2020,0
Bandit 1200,Argentina,Jan 2020,33
Bandit 1200,Argentina,Feb 2020,9
